"gene"	"B6_2ng_B6_NT1"	"B6_10ng_B6_NT1"	"B6_10ng_B6_2ng"	"B6_50ng_B6_NT1"	"B6_50ng_B6_2ng"	"B6_50ng_B6_10ng"	"1h_NT1_B6_NT1"	"1h_NT1_B6_2ng"	"1h_NT1_B6_10ng"	"1h_NT1_B6_50ng"	"1h_2ng_B6_NT1"	"1h_2ng_B6_2ng"	"1h_2ng_B6_10ng"	"1h_2ng_B6_50ng"	"1h_2ng_1h_NT1"	"1h_10ng_B6_NT1"	"1h_10ng_B6_2ng"	"1h_10ng_B6_10ng"	"1h_10ng_B6_50ng"	"1h_10ng_1h_NT1"	"1h_10ng_1h_2ng"	"1h_50ng_B6_NT1"	"1h_50ng_B6_2ng"	"1h_50ng_B6_10ng"	"1h_50ng_B6_50ng"	"1h_50ng_1h_NT1"	"1h_50ng_1h_2ng"	"1h_50ng_1h_10ng"
"Hp"	" 6.220560"	" 8.263260"	" 2.042700"	" 7.676440"	" 1.455880"	NA	NA	"-6.553460"	" -8.596160"	" -8.009350"	" 5.014130"	"-1.206430"	"-3.249130"	" -2.662310"	" 5.347040"	" 7.413850"	"  1.193290"	"-0.849411"	NA	" 7.746750"	" 2.399720"	" 6.332060"	NA	"-1.931200"	"-1.344380"	" 6.664970"	" 1.317930"	"-1.081780"
"Cdyl2"	" 1.068640"	" 1.710310"	NA	" 2.927290"	" 1.858650"	" 1.216980"	NA	"-1.008970"	" -1.650640"	" -2.867610"	" 1.018190"	NA	NA	" -1.909100"	" 0.958515"	" 1.872650"	NA	NA	"-1.054640"	" 1.812980"	" 0.854461"	" 2.079640"	" 1.010990"	NA	NA	" 2.019960"	" 1.061440"	NA
"Casp4"	" 0.943901"	" 1.992430"	" 1.048530"	" 3.048950"	" 2.105050"	" 1.056520"	NA	"-1.158360"	" -2.206890"	" -3.263410"	" 0.882947"	NA	"-1.109490"	" -2.166000"	" 1.097400"	" 2.483320"	"  1.539420"	NA	NA	" 2.697770"	" 1.600370"	" 2.505940"	" 1.562040"	NA	NA	" 2.720390"	" 1.622990"	NA
"Mmp13"	"-1.818640"	NA	NA	NA	" 1.761290"	NA	NA	" 1.798380"	NA	NA	NA	NA	NA	NA	NA	" 1.363480"	"  3.182120"	" 2.365090"	" 1.420830"	" 1.383740"	" 2.238210"	" 1.431920"	" 3.250550"	" 2.433520"	" 1.489260"	" 1.452170"	" 2.306640"	NA
"Mmp8"	"-1.423670"	"-2.435230"	NA	"-3.610910"	"-2.187240"	NA	NA	NA	"  2.041440"	"  3.217110"	"-1.393170"	NA	NA	"  2.217740"	NA	"-2.484330"	NA	NA	NA	"-2.090530"	NA	NA	NA	" 1.557460"	" 2.733140"	NA	NA	" 1.606560"
"Mmp27"	"-2.688370"	"-5.708590"	"-3.020220"	"-5.081570"	"-2.393200"	NA	NA	" 2.773080"	"  5.793300"	"  5.166290"	"-2.085800"	NA	" 3.622790"	"  2.995780"	"-2.170510"	"-5.232730"	" -2.544360"	NA	NA	"-5.317440"	"-3.146930"	NA	" 1.724210"	" 4.744430"	" 4.117410"	"-1.048870"	" 1.121630"	" 4.268560"
"Icam1"	" 2.358020"	" 3.849300"	" 1.491270"	" 5.066670"	" 2.708650"	" 1.217380"	NA	"-2.370470"	" -3.861740"	" -5.079120"	" 2.279550"	NA	"-1.569750"	" -2.787130"	" 2.291990"	" 3.707620"	"  1.349600"	NA	"-1.359060"	" 3.720070"	" 1.428070"	" 4.026850"	" 1.668830"	NA	NA	" 4.039300"	" 1.747310"	NA
"Scn3b"	"-1.645820"	"-2.713730"	NA	"-2.879400"	NA	NA	NA	NA	"  2.001860"	"  2.167530"	"-1.386060"	NA	NA	NA	NA	"-3.906510"	" -2.260690"	NA	NA	"-3.194640"	"-2.520450"	NA	NA	" 1.949200"	" 2.114870"	NA	NA	" 3.141980"
"2810417H13Rik"	" 1.099010"	NA	NA	"-2.314080"	"-3.413090"	"-2.601870"	NA	NA	NA	"  3.272400"	" 1.685830"	NA	" 1.398030"	"  3.999910"	NA	NA	NA	NA	" 3.144420"	NA	NA	NA	NA	NA	NA	NA	"-2.230200"	NA
"Fam214a"	"-1.152630"	"-3.000310"	"-1.847670"	"-2.932210"	"-1.779580"	NA	NA	" 0.872870"	"  2.720540"	"  2.652450"	"-1.295350"	NA	" 1.704960"	"  1.636860"	"-1.015590"	"-2.493390"	" -1.340750"	NA	NA	"-2.213620"	"-1.198030"	NA	NA	" 2.385010"	" 2.316910"	NA	NA	" 1.878090"
"Cd109"	"-1.457580"	"-2.497470"	NA	"-1.485660"	NA	NA	NA	" 1.393800"	"  2.433690"	"  1.421870"	NA	NA	" 1.936930"	NA	NA	"-1.635630"	NA	NA	NA	"-1.571840"	"-1.075090"	NA	NA	" 1.887860"	NA	NA	NA	NA
"Bcl2a1b,Gm29094,Mthfs"	"-1.430440"	"-1.169890"	NA	NA	" 1.298210"	" 1.037650"	NA	" 1.129390"	"  0.868835"	NA	"-1.758560"	NA	NA	" -1.626330"	"-1.457510"	"-0.965596"	NA	NA	"-0.833357"	NA	NA	NA	" 1.521060"	" 1.260500"	NA	NA	" 1.849180"	" 1.056210"
"Plscr4"	"-0.992390"	"-2.132250"	"-1.139860"	"-3.563650"	"-2.571260"	"-1.431400"	NA	NA	"  1.887480"	"  3.318880"	"-1.219490"	NA	NA	"  2.344160"	"-0.974719"	"-3.071720"	" -2.079330"	NA	NA	"-2.826950"	"-1.852230"	NA	NA	" 1.219700"	" 2.651110"	NA	NA	" 2.159170"
"Lars2"	"-1.672470"	NA	" 1.956350"	NA	" 3.166800"	NA	"-0.960901"	NA	" -1.244780"	" -2.455230"	" 1.367990"	" 3.040460"	NA	NA	" 2.328890"	NA	"  2.468100"	NA	NA	" 1.756530"	NA	NA	" 1.103110"	NA	"-2.063690"	NA	"-1.937350"	"-1.364990"
"Ccr3"	" 1.212390"	" 0.941328"	NA	NA	"-1.561140"	"-1.290090"	NA	NA	NA	"  1.197530"	" 2.413380"	" 1.200990"	" 1.472050"	"  2.762130"	" 1.564600"	" 2.188400"	"  0.976019"	" 1.247080"	" 2.537160"	" 1.339630"	NA	NA	NA	NA	" 1.090640"	NA	"-1.671500"	"-1.446530"
"Ccr5"	"-1.216890"	"-1.871550"	NA	"-2.672270"	"-1.455380"	NA	NA	NA	"  1.514800"	"  2.315520"	NA	NA	" 1.201690"	"  2.002410"	NA	NA	NA	" 1.375730"	" 2.176440"	NA	NA	NA	NA	" 1.419530"	" 2.220250"	NA	NA	NA
"Birc3"	" 1.373260"	" 2.503240"	NA	" 3.556290"	" 2.183030"	NA	NA	"-2.265020"	" -3.395000"	" -4.448050"	NA	NA	"-1.490290"	" -2.543340"	" 1.904710"	" 2.013640"	NA	NA	"-1.542650"	" 2.905400"	NA	" 2.306490"	NA	NA	NA	" 3.198250"	NA	NA
"Spc24"	" 0.837917"	NA	"-0.886146"	"-2.996410"	"-3.834330"	"-2.948180"	NA	NA	"  0.834676"	"  3.782860"	" 1.227960"	NA	" 1.276190"	"  4.224370"	NA	NA	NA	NA	" 3.682390"	NA	NA	NA	"-1.363770"	NA	" 2.470560"	"-1.312300"	"-1.753810"	"-1.211830"
"Acp5"	" 2.071030"	" 4.596000"	" 2.524970"	" 5.603640"	" 3.532610"	" 1.007640"	NA	NA	" -4.297940"	" -5.305580"	" 2.315310"	NA	"-2.280690"	" -3.288330"	" 2.017250"	" 5.759090"	"  3.688070"	" 1.163090"	NA	" 5.461040"	" 3.443780"	" 6.137840"	" 4.066820"	" 1.541840"	NA	" 5.839790"	" 3.822530"	NA
"Rn7sk"	"-2.300620"	NA	" 1.994330"	" 1.554130"	" 3.854750"	" 1.860420"	NA	NA	NA	" -2.561040"	NA	" 3.265200"	" 1.270870"	NA	" 1.971490"	NA	"  2.935200"	NA	NA	" 1.641490"	NA	NA	NA	NA	"-2.490350"	NA	"-1.900800"	"-1.570800"
"AC137678.1,Bsn"	" 4.342010"	NA	"-4.591580"	NA	"-4.362340"	NA	" 4.307730"	NA	"  4.557300"	"  4.328060"	NA	"-3.746700"	NA	NA	"-3.712420"	NA	" -4.307350"	NA	NA	"-4.273070"	NA	NA	"-4.401280"	NA	NA	"-4.367000"	NA	NA
"Camp"	" 0.000000"	" 0.000000"	" 3.281900"	" 0.000000"	" 3.209680"	NA	NA	" 0.000000"	"  0.000000"	"  0.000000"	NA	NA	NA	NA	NA	" 0.000000"	"  2.094470"	NA	NA	" 0.000000"	NA	" 0.000000"	NA	NA	NA	" 0.000000"	NA	NA
"Lyzl4"	"-1.456350"	"-2.821920"	NA	"-3.730120"	"-2.273770"	NA	NA	" 1.778230"	"  3.143800"	"  4.052000"	NA	NA	" 2.200060"	"  3.108260"	NA	"-1.829950"	NA	NA	NA	"-2.151830"	"-1.208080"	NA	NA	" 2.032560"	" 2.940760"	"-1.111240"	NA	NA
"Ccr1"	"-1.718410"	"-3.165630"	"-1.447230"	"-2.237180"	NA	NA	NA	" 1.821310"	"  3.268540"	"  2.340080"	"-1.209340"	NA	" 1.956290"	"  1.027840"	"-1.312250"	"-1.936170"	NA	" 1.229460"	NA	"-2.039070"	NA	NA	" 1.237540"	" 2.684770"	" 1.756310"	NA	NA	" 1.455300"
"Gpr34"	"-2.261350"	NA	NA	NA	NA	NA	NA	" 1.861700"	NA	NA	"-2.515820"	NA	NA	NA	"-2.116170"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Il13ra1"	" 0.999861"	" 1.929580"	" 0.929718"	" 2.943180"	" 1.943320"	" 1.013600"	NA	"-1.382460"	" -2.312180"	" -3.325780"	NA	NA	"-1.268000"	" -2.281600"	" 1.044180"	" 1.409030"	NA	NA	"-1.534150"	" 1.791640"	NA	" 1.326280"	NA	NA	"-1.616900"	" 1.708880"	NA	NA
"Atp7a"	"-2.308000"	NA	NA	" 2.732580"	" 5.040570"	" 3.779330"	NA	" 2.580580"	NA	" -2.459990"	NA	" 2.563650"	NA	" -2.476920"	NA	"-2.222230"	NA	NA	"-4.954800"	"-2.494810"	"-2.477880"	NA	" 3.525010"	" 2.263770"	"-1.515570"	NA	NA	" 3.439240"
"Tlr13"	"-0.870280"	"-1.499450"	NA	"-1.222410"	NA	NA	NA	" 1.106940"	"  1.736100"	"  1.459060"	NA	NA	" 1.161300"	"  0.884260"	NA	"-1.008550"	NA	NA	NA	"-1.245200"	NA	NA	NA	" 1.148680"	" 0.871641"	NA	NA	NA
"Wbp5"	"-0.937550"	"-1.738150"	"-0.800603"	"-2.964900"	"-2.027350"	"-1.226740"	NA	NA	"  1.472200"	"  2.698950"	"-1.157110"	NA	NA	"  1.807790"	"-0.891157"	"-1.944110"	" -1.006560"	NA	" 1.020780"	"-1.678160"	"-0.787007"	NA	NA	NA	" 2.104180"	NA	NA	" 1.083400"
"Cybb"	" 1.597690"	" 2.868410"	NA	" 3.683000"	" 2.085310"	NA	NA	"-1.900470"	" -3.171190"	" -3.985780"	" 1.036640"	NA	"-1.831770"	" -2.646360"	" 1.339410"	" 2.106600"	NA	NA	NA	" 2.409370"	NA	" 1.638940"	NA	NA	"-2.044060"	" 1.941720"	NA	NA
"Cfp"	" 1.206750"	" 1.294720"	NA	NA	NA	NA	NA	"-1.549530"	" -1.637500"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.289030"	"-1.376990"	NA	NA	NA	NA
"Gab3"	"-1.178700"	"-2.688550"	"-1.509840"	"-4.170690"	"-2.991980"	"-1.482140"	NA	NA	"  2.061960"	"  3.544100"	"-1.585830"	NA	" 1.102710"	"  2.584850"	"-0.959248"	"-2.502830"	" -1.324120"	NA	" 1.667860"	"-1.876240"	NA	NA	NA	" 1.818810"	" 3.300940"	NA	NA	" 1.633080"
"Gm20489,Gm614,Il2rg"	" 2.594920"	" 3.390020"	NA	" 3.838570"	" 1.243650"	NA	NA	"-2.407530"	" -3.202640"	" -3.651180"	" 2.437570"	NA	"-0.952457"	" -1.401000"	" 2.250180"	" 3.003860"	NA	NA	NA	" 2.816470"	NA	" 2.580550"	NA	NA	"-1.258020"	" 2.393160"	NA	NA
"Psmd10"	" 0.861540"	" 1.919970"	" 1.058430"	" 2.083900"	" 1.222360"	NA	NA	"-1.088210"	" -2.146640"	" -2.310570"	NA	NA	"-1.370710"	" -1.534640"	" 0.775931"	" 1.793970"	"  0.932427"	NA	NA	" 2.020640"	" 1.244710"	" 1.313480"	NA	NA	NA	" 1.540150"	NA	NA
"Gm15185"	" 0.000000"	NA	NA	" 0.000000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Reps2"	"-1.250140"	"-3.348580"	"-2.098440"	"-3.012780"	"-1.762650"	NA	NA	" 1.088770"	"  3.187210"	"  2.851420"	"-1.268340"	NA	" 2.080240"	"  1.744450"	"-1.106970"	"-3.044640"	" -1.794500"	NA	NA	"-2.883270"	"-1.776300"	NA	NA	" 2.436610"	" 2.100820"	NA	NA	" 2.132670"
"Tlr8"	"-0.901870"	"-1.790890"	NA	" 0.911558"	" 1.813430"	" 2.702450"	NA	" 1.117910"	"  2.006930"	NA	NA	NA	" 1.732240"	" -0.970206"	NA	"-1.683190"	NA	NA	"-2.594750"	"-1.899230"	"-1.624540"	NA	NA	" 1.691140"	"-1.011310"	NA	NA	" 1.583440"
"Erdr1"	" 0.749053"	" 1.495450"	" 0.746401"	NA	NA	"-1.356190"	NA	NA	NA	NA	" 0.000000"	" 0.000000"	" 0.000000"	"  0.000000"	NA	" 0.000000"	"  0.000000"	" 0.000000"	" 0.000000"	NA	NA	NA	"-1.760360"	"-2.506760"	"-1.150570"	NA	" 0.000000"	" 0.000000"
"Pcmtd1"	NA	"-0.815272"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.854400"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Rrs1"	NA	" 1.138330"	" 1.173380"	" 1.607050"	" 1.642110"	NA	NA	NA	" -0.859597"	" -1.328320"	NA	NA	NA	" -1.087850"	NA	" 1.404940"	"  1.440000"	NA	NA	" 1.126210"	" 0.885744"	" 1.053600"	" 1.088650"	NA	NA	NA	NA	NA
"Adhfe1"	NA	" 3.768890"	" 2.605340"	" 5.344950"	" 4.181410"	" 1.576070"	NA	NA	" -3.014550"	" -4.590620"	NA	NA	"-2.428180"	" -4.004250"	NA	" 3.158110"	"  1.994560"	NA	"-2.186850"	" 2.403770"	" 1.817400"	" 3.523290"	" 2.359750"	NA	NA	" 2.768960"	" 2.182590"	NA
"Rdh10"	NA	"-1.480810"	"-0.873704"	"-1.752140"	"-1.145030"	NA	NA	NA	"  1.272760"	"  1.544080"	NA	NA	NA	"  1.001630"	NA	"-1.893200"	" -1.286100"	NA	NA	"-1.685150"	"-1.142700"	NA	NA	NA	" 0.930346"	NA	NA	" 1.071410"
"Gm37724"	NA	" 1.829460"	" 1.885890"	" 2.154870"	" 2.211300"	NA	NA	NA	NA	" -1.630990"	NA	NA	"-1.984770"	" -2.310180"	NA	" 1.580290"	NA	NA	NA	NA	" 1.735610"	NA	NA	NA	NA	NA	NA	NA
"Dst"	NA	" 1.885520"	NA	" 2.886270"	" 1.799020"	NA	NA	"-1.155270"	" -1.953530"	" -2.954280"	" 1.305550"	NA	NA	" -1.580720"	" 1.373560"	" 1.371160"	NA	NA	"-1.515110"	" 1.439170"	NA	" 1.700490"	NA	NA	NA	" 1.768500"	NA	NA
"Inpp4a"	NA	"-1.327250"	"-0.776455"	"-1.025810"	NA	NA	NA	NA	"  1.120070"	"  0.818624"	NA	NA	NA	NA	NA	"-1.706280"	" -1.155480"	NA	NA	"-1.499090"	"-1.072380"	NA	NA	" 0.853278"	NA	NA	NA	" 1.232300"
"Il18rap"	NA	"-2.879720"	"-2.247390"	"-2.812070"	NA	NA	NA	NA	"  2.949470"	"  2.881830"	NA	NA	" 2.342610"	"  2.274960"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Gm28177,Stat1,Stat4"	NA	" 3.452020"	" 2.680610"	" 4.718330"	" 3.946910"	NA	NA	"-0.928402"	" -3.609010"	" -4.875320"	" 1.174290"	NA	"-2.277740"	" -3.544040"	" 1.331270"	" 3.872510"	"  3.101100"	NA	NA	" 4.029500"	" 2.698230"	" 3.775790"	" 3.004370"	NA	NA	" 3.932770"	" 2.601500"	NA
"Tmem194b"	NA	"-1.677370"	"-1.484730"	"-1.875880"	"-1.683240"	NA	NA	NA	"  1.594450"	"  1.792970"	NA	NA	" 1.486940"	"  1.685460"	NA	"-1.375980"	" -1.183340"	NA	NA	"-1.293060"	"-1.185560"	NA	NA	NA	NA	NA	NA	NA
"Fzd7"	NA	"-1.362420"	NA	NA	" 1.147300"	" 1.699150"	NA	" 1.092660"	"  1.644520"	NA	NA	NA	" 1.063950"	NA	NA	NA	NA	" 1.002560"	NA	NA	NA	" 0.896533"	" 1.707100"	" 2.258960"	NA	NA	" 1.195000"	" 1.256400"
"Bmpr2"	NA	"-0.920669"	NA	NA	NA	NA	NA	NA	"  0.873109"	NA	NA	NA	NA	NA	NA	"-1.237850"	" -0.785191"	NA	"-0.861071"	"-1.190290"	NA	NA	NA	NA	NA	NA	NA	" 0.793414"
"Fam117b"	NA	"-1.399350"	"-0.941208"	"-1.304020"	"-0.845876"	NA	NA	NA	"  1.229850"	"  1.134510"	NA	NA	" 0.892808"	"  0.797476"	NA	"-1.503310"	" -1.045170"	NA	NA	"-1.333800"	"-0.996766"	NA	NA	" 0.857236"	NA	NA	NA	" 0.961194"
"Nrp2"	NA	" 1.744580"	" 1.126510"	" 2.882780"	" 2.264720"	NA	NA	NA	" -1.663670"	" -2.801870"	NA	NA	"-1.147900"	" -2.286110"	NA	" 1.598980"	"  0.980917"	NA	"-1.283800"	" 1.518080"	" 1.002310"	" 1.495220"	NA	NA	"-1.387570"	" 1.414310"	NA	NA
"Gm26649"	NA	" 2.096760"	" 1.442560"	" 2.114120"	" 1.459930"	NA	NA	NA	" -2.546460"	" -2.563820"	NA	NA	"-1.725470"	" -1.742830"	NA	" 1.654380"	NA	NA	NA	" 2.104080"	" 1.283100"	NA	NA	"-1.427080"	"-1.444440"	NA	NA	NA
"Pikfyve"	NA	"-0.977445"	NA	NA	NA	NA	NA	NA	"  0.893296"	NA	NA	NA	NA	NA	NA	"-0.888643"	NA	NA	NA	"-0.804493"	NA	NA	NA	NA	NA	NA	NA	NA
"Cyp27a1"	NA	"-1.554880"	"-1.288910"	"-3.116180"	"-2.850210"	"-1.561300"	NA	NA	"  0.963014"	"  2.524310"	"-1.100760"	NA	NA	"  2.015420"	NA	"-1.999650"	" -1.733690"	NA	NA	"-1.407790"	NA	NA	NA	NA	" 2.494350"	NA	NA	" 1.377820"
"Stk11ip"	NA	"-0.734721"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.053960"	" -0.805927"	NA	NA	"-0.910313"	NA	NA	NA	NA	NA	NA	NA	NA
"Sp100,n-R5s215"	NA	" 2.002930"	" 1.146950"	" 2.772350"	" 1.916380"	NA	NA	"-1.049580"	" -2.196540"	" -2.965960"	NA	NA	"-1.484550"	" -2.253980"	NA	" 2.151660"	"  1.295690"	NA	NA	" 2.345270"	" 1.633290"	" 2.279910"	" 1.423940"	NA	NA	" 2.473520"	" 1.761540"	NA
"B3gnt7"	NA	"-1.424830"	NA	"-1.776610"	NA	NA	" 1.176400"	" 2.016060"	"  2.601240"	"  2.953010"	" 1.512740"	" 2.352390"	" 2.937570"	"  3.289340"	NA	NA	"  1.459900"	" 2.045080"	" 2.396850"	NA	NA	NA	" 1.767920"	" 2.353100"	" 2.704880"	NA	NA	NA
"Inpp5d"	NA	"-1.150420"	NA	NA	NA	NA	NA	NA	"  1.236030"	NA	NA	NA	" 0.933678"	NA	NA	"-1.138450"	NA	NA	NA	"-1.224060"	"-0.921708"	NA	NA	NA	NA	NA	NA	NA
"Dgkd"	NA	"-1.007450"	NA	NA	NA	NA	NA	NA	"  1.218860"	"  0.894211"	NA	NA	NA	NA	NA	"-0.888925"	NA	NA	NA	"-1.100330"	NA	NA	NA	NA	NA	NA	NA	NA
"Sh3bp4"	NA	" 1.548880"	NA	" 2.472260"	" 1.607230"	NA	NA	NA	" -1.630920"	" -2.554300"	" 1.473790"	NA	NA	" -0.998470"	" 1.555830"	" 2.434580"	"  1.569550"	NA	NA	" 2.516620"	" 0.960787"	" 2.857750"	" 1.992720"	NA	NA	" 2.939790"	NA	NA
"Ube2f"	NA	" 1.342630"	NA	" 1.658470"	" 1.004280"	NA	NA	"-0.830566"	" -1.519010"	" -1.834850"	NA	NA	NA	" -1.093000"	NA	" 1.298430"	NA	NA	NA	" 1.474800"	NA	" 1.049380"	NA	NA	NA	" 1.225760"	NA	NA
"Dusp28"	NA	" 0.979534"	" 1.210740"	" 2.205060"	" 2.436270"	" 1.225520"	NA	NA	" -1.045130"	" -2.270660"	NA	NA	"-1.475990"	" -2.701510"	NA	" 1.147270"	"  1.378480"	NA	"-1.057790"	" 1.212870"	" 1.643720"	" 1.456370"	" 1.687580"	NA	NA	" 1.521970"	" 1.952820"	NA
"Serpinb8"	NA	" 2.600070"	NA	" 2.466020"	NA	NA	NA	NA	" -2.288630"	" -2.154590"	" 2.027330"	NA	NA	NA	" 1.715890"	" 2.991690"	NA	NA	NA	" 2.680250"	NA	NA	NA	NA	NA	NA	NA	NA
"Slc35f5"	NA	"-1.181460"	NA	NA	NA	" 1.065600"	NA	NA	"  1.281610"	NA	NA	NA	NA	NA	NA	"-1.120670"	NA	NA	"-1.004810"	"-1.220820"	NA	NA	NA	" 1.035090"	NA	NA	NA	" 0.974299"
"Fam72a"	NA	" 1.484180"	NA	NA	NA	NA	NA	NA	" -1.240940"	NA	NA	NA	NA	NA	NA	" 2.405100"	"  1.500000"	" 0.920913"	" 1.501100"	" 2.161850"	" 1.487370"	NA	NA	NA	NA	NA	NA	"-1.415150"
"Adipor1"	NA	"-1.100000"	NA	"-0.872297"	NA	NA	NA	NA	NA	NA	"-0.913705"	NA	NA	NA	NA	"-1.849370"	" -1.287810"	NA	"-0.977075"	"-1.515270"	"-0.935667"	NA	NA	NA	NA	NA	NA	" 1.216750"
"Kif21b"	NA	"-1.055660"	NA	NA	NA	NA	NA	NA	"  1.219150"	NA	NA	NA	" 0.841912"	NA	NA	"-1.129430"	NA	NA	NA	"-1.292920"	"-0.915684"	NA	NA	" 0.970593"	NA	NA	NA	" 1.044360"
"Aspm"	NA	"-1.499100"	"-2.068290"	"-4.196500"	"-4.765700"	"-2.697410"	NA	NA	"  2.191610"	"  4.889020"	" 0.982761"	NA	" 2.481860"	"  5.179260"	NA	"-1.009360"	" -1.578560"	NA	" 3.187140"	"-1.701870"	"-1.992120"	NA	"-1.456560"	NA	" 3.309140"	"-1.579880"	"-1.870130"	NA
"Ivns1abp"	NA	"-1.466110"	"-0.947066"	"-1.453640"	"-0.934590"	NA	NA	NA	"  1.099750"	"  1.087270"	NA	NA	" 0.811691"	"  0.799215"	NA	"-1.674950"	" -1.155910"	NA	NA	"-1.308590"	"-1.020530"	NA	NA	NA	NA	NA	NA	" 0.935057"
"Rnasel"	NA	"-1.618910"	"-0.898394"	"-1.654890"	"-0.934371"	NA	NA	NA	"  1.407640"	"  1.443610"	"-1.032860"	NA	NA	NA	"-0.821581"	"-1.333480"	NA	NA	NA	"-1.122200"	NA	NA	NA	" 1.092000"	" 1.127970"	NA	NA	" 0.806558"
"Aldh9a1"	NA	"-1.229910"	"-0.945980"	"-2.352680"	"-2.068750"	"-1.122770"	NA	NA	"  1.327690"	"  2.450460"	NA	NA	" 0.911501"	"  2.034270"	NA	"-1.601510"	" -1.317580"	NA	NA	"-1.699290"	"-1.283100"	NA	NA	NA	" 1.616960"	NA	NA	NA
"Sh2d1b1"	NA	"-3.243860"	"-3.087960"	"-3.529550"	"-3.373650"	NA	NA	NA	"  2.960720"	"  3.246400"	NA	NA	" 2.734500"	"  3.020180"	NA	"-2.097240"	" -1.941340"	NA	NA	"-1.814090"	"-1.587870"	NA	NA	" 2.514340"	" 2.800020"	NA	NA	" 1.367710"
"Igsf9"	NA	" 2.141090"	NA	" 3.873540"	" 3.107440"	NA	NA	NA	" -2.300860"	" -4.033320"	NA	NA	NA	" -2.439840"	NA	" 2.491810"	NA	NA	NA	" 2.651580"	NA	" 3.268800"	" 2.502700"	NA	NA	" 3.428580"	" 1.835100"	NA
"Pyhin1"	NA	" 5.035560"	" 4.198690"	" 7.232640"	" 6.395770"	" 2.197080"	NA	"-1.095820"	" -5.294510"	" -7.491600"	" 2.620730"	" 1.783860"	"-2.414830"	" -4.611910"	" 2.879680"	" 6.579270"	"  5.742400"	" 1.543710"	NA	" 6.838230"	" 3.958540"	" 6.786950"	" 5.950080"	" 1.751390"	NA	" 7.045910"	" 4.166220"	NA
"Pydc3"	NA	" 6.881290"	" 4.242780"	" 8.907710"	" 6.269190"	" 2.026420"	NA	NA	" -6.307590"	" -8.334010"	" 4.718630"	" 2.080120"	"-2.162660"	" -4.189080"	" 4.144940"	" 8.797180"	"  6.158670"	" 1.915900"	NA	" 8.223490"	" 4.078550"	" 9.181950"	" 6.543440"	" 2.300670"	NA	" 8.608260"	" 4.463320"	NA
"Kmo"	NA	"-4.985620"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Cnih4"	NA	" 0.962339"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.196740"	NA	NA	NA	" 1.031190"	NA	NA	NA	NA	NA	NA	NA	NA
"Gm38079"	NA	" 0.000000"	NA	" 0.000000"	NA	NA	NA	NA	"  0.000000"	"  0.000000"	NA	NA	" 0.000000"	"  0.000000"	NA	" 0.000000"	NA	NA	NA	" 0.000000"	" 0.000000"	NA	NA	" 0.000000"	" 0.000000"	NA	NA	" 0.000000"
"Tmem206"	NA	"-0.804555"	NA	"-0.953351"	NA	NA	NA	NA	"  1.097250"	"  1.246040"	NA	NA	NA	"  0.889406"	NA	NA	NA	NA	NA	"-1.010140"	NA	NA	NA	NA	NA	NA	NA	NA
"Nek2"	NA	"-1.045380"	"-1.520130"	"-2.859090"	"-3.333830"	"-1.813700"	" 0.863544"	NA	"  1.908930"	"  3.722630"	" 1.260820"	" 0.786079"	" 2.306200"	"  4.119910"	NA	NA	NA	NA	" 2.603460"	"-1.119180"	"-1.516450"	NA	"-1.202580"	NA	" 2.131250"	"-1.591380"	"-1.988660"	NA
"Cd34"	NA	"-2.172590"	"-1.730970"	"-2.996810"	"-2.555190"	NA	NA	NA	"  1.977070"	"  2.801280"	"-1.125500"	NA	NA	"  1.871310"	"-0.929969"	"-2.738720"	" -2.297090"	NA	NA	"-2.543190"	"-1.613220"	NA	NA	NA	NA	NA	NA	NA
"Gm3052"	NA	" 1.082460"	NA	NA	NA	"-1.151270"	NA	"-1.014630"	" -1.288320"	NA	NA	NA	"-1.063600"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.179750"	NA	NA	NA	NA
"Coa5"	NA	" 0.971634"	" 0.933850"	" 2.107170"	" 2.069380"	" 1.135530"	NA	NA	" -1.122410"	" -2.257940"	NA	NA	"-1.208740"	" -2.344270"	NA	" 0.794958"	NA	NA	"-1.312210"	" 0.945732"	" 1.032060"	" 0.872874"	NA	NA	"-1.234290"	" 1.023650"	" 1.109980"	NA
